record_id,full_name,email,phone,address,bank_name,card_number,expiry_date,cvv,account_status,breach_source
5065a203-877e-4fd6-84e5-ac63f4d3128d,John Brown,john.brown87@example.com,+16936700124,972 Main Street,Metro Capital Bank,3000003566397539,10/29,851,Active,SQL Injection
e5488b25-8681-490e-bc30-8e22f93b931c,Jennifer Jackson,jennifer.jackson130@example.com,+19142664593,245 Main Street,Global Trust Bank,4111592180030436,01/28,423,Blocked,SQL Injection
7f183239-4a39-4788-bcc6-c3810b36d9d5,Jennifer Smith,jennifer.smith306@example.com,+10219786012,551 Main Street,Prime National Bank,5500074843923279,12/27,356,Blocked,SQL Injection
796e1b47-7174-439c-997d-4cc757ad97bc,James Brown,james.brown56@example.com,+18631926029,228 Main Street,Global Trust Bank,5500157011069060,06/26,237,Blocked,Insider Leak
3d01dafd-af84-455a-b9ad-45b6ec125cd3,John White,john.white594@example.com,+18380279997,125 Main Street,Unity Finance,3400121317167337,07/27,645,Blocked,Insider Leak
985f56c4-9124-4f00-8ab8-a0a23f17c2a0,William Smith,william.smith813@example.com,+13358630968,628 Main Street,Unity Finance,4111237100726762,02/26,541,Blocked,Malware Attack
c44e5eae-f0f6-485d-9e28-bc6bb6c64896,William Mwangi,william.mwangi952@example.com,+12836288849,900 Main Street,Unity Finance,4111553329976226,08/26,117,Expired,Malware Attack
8e559643-fce6-41ec-9f92-66fbe84fabaf,Elizabeth Johnson,elizabeth.johnson106@example.com,+11136072467,998 Main Street,Prime National Bank,5500968158166998,11/28,849,Expired,Insider Leak
8e27d6ce-d3d6-413d-a9ef-f72725ca97b6,James White,james.white43@example.com,+18424264808,154 Main Street,Global Trust Bank,3400304290812527,10/27,873,Expired,Malware Attack
b30cc6ab-c21e-4043-bfe5-74093b4e0d5a,Jennifer Anderson,jennifer.anderson245@example.com,+16253402373,627 Main Street,Metro Capital Bank,3400416450939564,01/28,679,Blocked,Malware Attack
45e660ba-354d-49fd-b760-222484df7da7,Patricia Smith,patricia.smith561@example.com,+17591763400,213 Main Street,Global Trust Bank,4111773829121762,01/30,677,Active,Phishing
54e02bd8-fedf-4b9b-bdbb-eea464af7cc9,Robert Thomas,robert.thomas796@example.com,+17646457290,402 Main Street,Unity Finance,5500199932903444,05/28,423,Active,Insider Leak
b21fe278-aa6f-4326-b367-ae57a5c2836f,Elizabeth Harris,elizabeth.harris743@example.com,+19958165248,370 Main Street,Prime National Bank,3000668752418382,12/27,373,Active,Insider Leak
eebfe9f3-024f-4ac8-91db-1b54e6913367,John Johnson,john.johnson836@example.com,+12398405638,165 Main Street,Metro Capital Bank,3000893295716144,09/29,571,Active,Insider Leak
307632a9-ff6c-45bf-98c7-8c60172c6f35,Mary Brown,mary.brown166@example.com,+18076187958,558 Main Street,Global Trust Bank,3400000013051539,04/26,893,Expired,SQL Injection
0314104b-0f97-4a2c-a5d4-f9257c34e884,John Taylor,john.taylor689@example.com,+12137229989,779 Main Street,Unity Finance,3400088921912278,10/29,532,Expired,Malware Attack
28a8076c-d179-435a-a430-641f7b9c19fa,James Anderson,james.anderson968@example.com,+10679465256,996 Main Street,Unity Finance,3000765965270944,06/30,334,Active,SQL Injection
c52389a9-9baa-4b39-80d0-4ea482df12f3,Robert Jackson,robert.jackson339@example.com,+16338457704,925 Main Street,Prime National Bank,5500468105391432,07/26,430,Blocked,Malware Attack
949efe20-90da-4264-a10d-58b142a5999a,Michael White,michael.white367@example.com,+18467887380,130 Main Street,Global Trust Bank,5500631459194600,12/26,846,Expired,Malware Attack
8a480a73-8d8a-4015-ac68-8247d043d55b,Mary Smith,mary.smith217@example.com,+15929783372,617 Main Street,Metro Capital Bank,3400684908263402,02/30,435,Active,Malware Attack
ae8286e8-216b-4164-8750-12b4f1cc8312,Robert Jackson,robert.jackson491@example.com,+12563932410,915 Main Street,Metro Capital Bank,3000882105501891,09/28,245,Expired,Phishing
6814443e-c48e-40c8-b43f-5a3d75133491,William Harris,william.harris288@example.com,+17664428292,378 Main Street,Metro Capital Bank,5500855138636963,10/27,636,Active,Phishing
44a24d4f-b231-4424-84cc-c2e44aeefc8b,Patricia Harris,patricia.harris189@example.com,+12963772036,723 Main Street,Global Trust Bank,5500162667469378,01/28,530,Blocked,SQL Injection
899471ae-b032-4d06-8919-44f850fb1f0b,Robert Brown,robert.brown354@example.com,+12552228999,750 Main Street,Global Trust Bank,3400761091285297,03/29,492,Expired,Insider Leak
878979ee-6211-42fc-811f-f30ba4b63cb2,William Mwangi,william.mwangi414@example.com,+19676125372,565 Main Street,Prime National Bank,4111658979285307,05/29,614,Active,Malware Attack
fafc73d1-0556-4fbe-9025-db1931053b21,Mary Johnson,mary.johnson949@example.com,+17993445188,408 Main Street,Global Trust Bank,5500342717098096,12/26,897,Blocked,SQL Injection
c2867345-3e6a-4d26-99f3-cad2fcdb077d,James Thomas,james.thomas726@example.com,+13734171851,901 Main Street,Unity Finance,3000708124052117,09/28,828,Expired,SQL Injection
444a1f50-7eca-4100-91d5-05e4c0a72d9d,Robert Thomas,robert.thomas185@example.com,+15518626215,410 Main Street,Prime National Bank,4111756433169778,07/30,305,Blocked,SQL Injection
50011466-5c82-4be1-af28-d47c1186c86d,Michael White,michael.white565@example.com,+18816828871,127 Main Street,Metro Capital Bank,4111884642643447,11/27,891,Active,SQL Injection
1195607f-7421-4de3-a530-2f418eff9a00,Robert White,robert.white606@example.com,+13530670497,561 Main Street,Metro Capital Bank,4111382066373666,02/27,820,Expired,Malware Attack
bdee53bc-d8a2-4276-85ef-8c15b2fd824a,Robert Johnson,robert.johnson66@example.com,+17552542243,324 Main Street,Metro Capital Bank,3400428274990474,08/30,479,Blocked,Insider Leak
08182324-f46c-49ef-9ed4-de83769a14d9,Robert Thomas,robert.thomas307@example.com,+15072167574,841 Main Street,Global Trust Bank,5500142705298155,12/29,912,Blocked,Insider Leak
308cbf1e-e2ae-408d-943f-a8dc06ee4d51,Robert Harris,robert.harris900@example.com,+18821323504,556 Main Street,Prime National Bank,4111332877786750,02/27,487,Expired,Insider Leak
b91c0e42-d3c1-443f-8daa-51373fa179de,Michael Harris,michael.harris469@example.com,+15427840446,126 Main Street,Prime National Bank,3000347846459322,08/29,407,Active,Malware Attack
96339417-11f3-4930-967d-7000ae70cb12,Michael Smith,michael.smith942@example.com,+19540423671,233 Main Street,Metro Capital Bank,5500925691216349,06/27,777,Expired,Insider Leak
94878fa7-70c5-4b90-aaa9-ff62d888cb86,Robert Taylor,robert.taylor505@example.com,+13569515300,512 Main Street,Metro Capital Bank,3400067435917084,12/27,959,Expired,Phishing
8e58ec4c-3b51-4fad-8403-c91805ac4457,Patricia Thomas,patricia.thomas543@example.com,+14761001555,590 Main Street,Prime National Bank,5500432632157866,01/27,630,Expired,Insider Leak
7ad9305f-2888-4334-8f3c-fadbd80227bc,Jennifer Taylor,jennifer.taylor789@example.com,+17474697018,669 Main Street,Prime National Bank,4111831819851463,01/27,427,Blocked,Malware Attack
36a336af-dbae-46a5-bb24-58885e1a09e6,Linda Harris,linda.harris697@example.com,+13300380695,699 Main Street,Unity Finance,3000781521609609,04/28,909,Active,SQL Injection
55a4abdb-0e1b-4666-9140-3fe5281e54f6,Elizabeth Mwangi,elizabeth.mwangi63@example.com,+18762119142,316 Main Street,Metro Capital Bank,4111856510394483,04/26,339,Blocked,Phishing
2a7d5bd5-600a-4038-be8f-525ae79d86f2,John Brown,john.brown252@example.com,+14974486459,192 Main Street,Global Trust Bank,4111251387976292,04/30,387,Expired,Insider Leak
0e0ef488-2524-42f9-9646-cdd0ef8f4fe7,Mary Brown,mary.brown89@example.com,+17505953557,964 Main Street,Unity Finance,3000468948924821,10/29,161,Expired,SQL Injection
68de6c20-baf7-4e38-acc4-d4b948d88ddd,Elizabeth Anderson,elizabeth.anderson911@example.com,+11355609191,541 Main Street,Global Trust Bank,3400770982426783,08/28,812,Blocked,Malware Attack
85f2b6f3-ea69-431e-b432-79a38cf6d9f9,James Jackson,james.jackson603@example.com,+13358174537,612 Main Street,Unity Finance,4111585867059878,02/29,132,Blocked,Malware Attack
dd8592ce-7179-4237-bf25-4ddea3557207,James Jackson,james.jackson693@example.com,+13259138849,588 Main Street,Global Trust Bank,5500853164463688,08/28,384,Active,SQL Injection
98576bd0-276e-45cc-8438-140d018122b3,Robert Taylor,robert.taylor407@example.com,+10868996176,942 Main Street,Prime National Bank,5500441834156491,03/29,180,Blocked,Phishing
64cfcf64-5c7a-4d0e-aa2b-489c4523cdd1,Linda White,linda.white500@example.com,+13925186652,231 Main Street,Unity Finance,5500202929808170,04/30,828,Active,Insider Leak
7f15998b-e905-4e4f-ba69-89c54e161199,William Smith,william.smith945@example.com,+17106218007,775 Main Street,Metro Capital Bank,5500431121164670,06/26,518,Expired,Malware Attack
16b4faac-21b0-44f6-8db5-f8d73165bc50,Jennifer Mwangi,jennifer.mwangi343@example.com,+17323797345,329 Main Street,Global Trust Bank,4111891133261176,06/28,763,Blocked,Insider Leak
c99d33d4-3f79-4484-8f85-d521849ee138,Patricia Taylor,patricia.taylor856@example.com,+10717727207,417 Main Street,Prime National Bank,4111195125035607,12/29,666,Blocked,SQL Injection
a3fb8a53-87b8-45a6-b001-dec36ac8e8c0,William Thomas,william.thomas444@example.com,+18662537446,662 Main Street,Prime National Bank,3400297303864990,01/29,657,Expired,Malware Attack
a2aae1ac-1eb5-4734-bd52-63b28055943b,Mary Brown,mary.brown417@example.com,+13760462287,729 Main Street,Global Trust Bank,3000479653708201,02/28,941,Blocked,Insider Leak
7ff5d0f2-3991-47b3-bf58-990df7228f6b,James Smith,james.smith20@example.com,+17543068142,583 Main Street,Global Trust Bank,4111821477308607,09/30,100,Expired,Malware Attack
c6cf9971-52a6-4f21-8582-ea0527c92ca7,John Johnson,john.johnson557@example.com,+14341759762,714 Main Street,Prime National Bank,4111190322606834,11/27,215,Active,Malware Attack
13f1cb74-c18c-477e-8054-eb90888c1861,Jennifer Thomas,jennifer.thomas273@example.com,+14579015798,121 Main Street,Global Trust Bank,3400845480900543,02/27,263,Expired,SQL Injection
3b80dac3-2e5c-4169-a21c-e8cb855a6c1c,James Harris,james.harris306@example.com,+12186985737,195 Main Street,Metro Capital Bank,3400078625757893,03/29,678,Active,Insider Leak
5a4aef13-c8fa-4e59-976d-4e09713ecbda,Mary Johnson,mary.johnson767@example.com,+19525391803,411 Main Street,Unity Finance,4111878454033166,07/26,704,Expired,Malware Attack
93e58224-c018-4dc0-9b6e-2ef503461cb8,Linda Smith,linda.smith281@example.com,+15789428256,780 Main Street,Metro Capital Bank,3400958870277781,05/29,494,Blocked,Malware Attack
23178cbc-e238-432d-904b-87831292bb57,Elizabeth Johnson,elizabeth.johnson932@example.com,+16557464553,616 Main Street,Global Trust Bank,4111358658464018,01/26,845,Active,SQL Injection
ba0f7f36-6356-4893-8781-953d1756a1a4,Robert Harris,robert.harris369@example.com,+15061820979,508 Main Street,Unity Finance,3400712561834494,09/29,905,Active,Malware Attack
33980065-f77d-4c12-a0d9-f432d6ddf641,Mary Harris,mary.harris552@example.com,+14224821534,170 Main Street,Metro Capital Bank,3400478309982020,04/28,510,Expired,Malware Attack
43b9e79e-f71e-4579-a19c-62adb9f7d35c,William Taylor,william.taylor331@example.com,+19245845997,887 Main Street,Global Trust Bank,4111203464328134,10/27,652,Active,Malware Attack
e4aa30ed-3143-4e33-b1d2-4bdc2c9adf7d,Jennifer Brown,jennifer.brown666@example.com,+15567491120,266 Main Street,Prime National Bank,4111898399990593,10/28,947,Expired,Insider Leak
ea485fca-60c2-4050-bc34-ffc8589b7fe9,Mary Taylor,mary.taylor54@example.com,+19955510849,591 Main Street,Metro Capital Bank,4111983693094745,07/29,804,Active,Phishing
5a1e9ff1-6e11-4097-bc75-b54dcadc79c2,John White,john.white166@example.com,+15503065761,481 Main Street,Metro Capital Bank,3000610142899277,11/30,589,Active,Insider Leak
f7b57f95-6452-4b8c-ab64-118246120816,Patricia White,patricia.white522@example.com,+10143618267,305 Main Street,Prime National Bank,3000081445640910,04/26,980,Active,Malware Attack
96be5eeb-c32c-482b-bb88-02173b05e938,James Thomas,james.thomas904@example.com,+17716614471,879 Main Street,Global Trust Bank,4111567819434052,09/28,418,Expired,Insider Leak
cd92ca8d-9571-4532-94db-17aed04ebcae,Michael Mwangi,michael.mwangi907@example.com,+11951872973,351 Main Street,Unity Finance,3400274373369328,08/30,774,Blocked,Phishing
ddfa177b-9ffe-44fa-a9f7-474e8c8b749a,Jennifer White,jennifer.white584@example.com,+14634562850,398 Main Street,Metro Capital Bank,3000981460402793,07/30,893,Blocked,Insider Leak
00da85fa-b98a-406e-b3f7-0e17c681fe59,James Thomas,james.thomas570@example.com,+18520186163,480 Main Street,Metro Capital Bank,4111712112069538,09/28,292,Active,SQL Injection
ef0ed33d-eb78-403c-925a-426b99fab8bc,William Harris,william.harris248@example.com,+14447863901,779 Main Street,Metro Capital Bank,5500638346182112,01/27,247,Active,Insider Leak
8ff60a5a-7779-499c-8c42-d6405f8c5ae8,Jennifer Smith,jennifer.smith261@example.com,+12131304545,826 Main Street,Unity Finance,5500302662229766,06/28,486,Blocked,SQL Injection
acfab0a8-81da-486d-be5e-965e35ef1a5a,Jennifer Harris,jennifer.harris318@example.com,+15197566210,558 Main Street,Global Trust Bank,3000280207334699,06/27,432,Blocked,Phishing
dcd4a37b-439b-485c-948c-c59f83fa0a00,James Anderson,james.anderson609@example.com,+14592662568,476 Main Street,Global Trust Bank,5500323235975555,10/28,606,Active,Phishing
8b1577fd-8f1a-4c5b-acee-55e448baeda7,James Jackson,james.jackson397@example.com,+15825656522,926 Main Street,Unity Finance,5500556311823212,12/29,172,Expired,Insider Leak
3f0b6345-3dd3-4465-a00a-2cd3b8548a33,Michael Mwangi,michael.mwangi105@example.com,+18981867820,285 Main Street,Global Trust Bank,3000210055324725,11/29,342,Active,Phishing
b7fa5291-a1f0-43ab-b106-c872a8e79238,Robert White,robert.white243@example.com,+12065134946,857 Main Street,Global Trust Bank,3000318113347919,07/29,380,Blocked,Insider Leak
ee9ea4f7-346f-4e15-b4a7-67d026ba24b9,Elizabeth Mwangi,elizabeth.mwangi142@example.com,+15838048663,170 Main Street,Prime National Bank,4111955368510653,03/28,673,Expired,SQL Injection
8c7ba082-96fe-42da-ab3b-8afcd26555f5,John Anderson,john.anderson645@example.com,+17771129804,603 Main Street,Metro Capital Bank,5500929216873547,10/28,636,Expired,Phishing
b9433fec-5f69-4b99-a54e-e1f2d02bb506,Elizabeth Mwangi,elizabeth.mwangi963@example.com,+12007862826,608 Main Street,Global Trust Bank,4111550601677966,11/26,265,Blocked,Malware Attack
5dde015b-f179-40a6-9335-1f7c7a340e0b,James Harris,james.harris506@example.com,+14202896409,711 Main Street,Global Trust Bank,3400364557128727,01/28,933,Expired,Malware Attack
028e1787-751d-42f6-b734-b3f6e9d57c1d,Linda Anderson,linda.anderson778@example.com,+16564264522,446 Main Street,Prime National Bank,3000712197850295,01/29,310,Active,Phishing
40cca096-9f5d-4061-b928-3f87a896565f,Robert White,robert.white835@example.com,+12629944663,579 Main Street,Metro Capital Bank,3000815826378382,08/28,900,Expired,Malware Attack
8b21f0c3-eb78-4593-8b3f-0f92f565ed60,Michael Harris,michael.harris241@example.com,+14658925941,487 Main Street,Prime National Bank,5500349080782462,01/28,179,Blocked,Malware Attack
67861646-b637-4a69-8f77-e50ac8afce11,Elizabeth Smith,elizabeth.smith753@example.com,+10993932983,444 Main Street,Prime National Bank,3400892668055267,11/26,141,Active,Malware Attack
11f76397-ad9c-4f76-aefc-c2f70cc397ea,John Thomas,john.thomas815@example.com,+19385453215,215 Main Street,Prime National Bank,3400876220398903,02/28,926,Blocked,Insider Leak
5ec9ca36-d2ef-4228-9bf9-7a253d8c55b8,Mary Jackson,mary.jackson718@example.com,+14344858105,775 Main Street,Global Trust Bank,3000903813541759,03/26,345,Active,Phishing
b181225a-6d53-4109-bde6-4a7dd796dc40,Patricia Taylor,patricia.taylor653@example.com,+17477670227,687 Main Street,Unity Finance,4111236730548651,07/29,114,Blocked,SQL Injection
211450b3-93b0-4288-b602-db028f84db67,William Thomas,william.thomas994@example.com,+16283597607,317 Main Street,Prime National Bank,3400865029787829,08/27,293,Active,Malware Attack
8f3a09eb-e2c2-47c7-bbbc-d3a3ed17f0e2,Linda Smith,linda.smith794@example.com,+13311369100,895 Main Street,Prime National Bank,3000856547226715,12/29,570,Active,Insider Leak
8592e797-3f2f-45a0-a767-7277d7cbcd32,John Brown,john.brown407@example.com,+10725282638,761 Main Street,Unity Finance,3000873171333735,09/28,942,Expired,Malware Attack
de64f9f6-ca43-4b2c-b1ee-653aa6a703d4,Elizabeth Anderson,elizabeth.anderson91@example.com,+13838602227,992 Main Street,Global Trust Bank,3000816785599948,11/27,938,Active,Malware Attack
432344de-8da9-459a-b32e-eaff07e23944,John Smith,john.smith418@example.com,+10487963916,431 Main Street,Global Trust Bank,3400373891385750,08/27,284,Blocked,Malware Attack
06cb7e54-7c36-4ab2-9f3b-4995e0436fc7,Linda Thomas,linda.thomas673@example.com,+17901941400,982 Main Street,Global Trust Bank,3400064023532447,01/27,867,Blocked,SQL Injection
491c9119-736c-4044-b231-7fa0b06c4bf9,Elizabeth Taylor,elizabeth.taylor248@example.com,+18693057256,215 Main Street,Global Trust Bank,3000351237274985,09/27,556,Expired,Malware Attack
bb17c147-dcaf-487d-975d-9e0e6949ad10,William Taylor,william.taylor776@example.com,+16063458766,320 Main Street,Metro Capital Bank,4111290249652314,09/29,326,Blocked,Phishing
e06e176e-d1ae-4850-be7d-59605ea62ef9,Linda Mwangi,linda.mwangi146@example.com,+11073579439,158 Main Street,Metro Capital Bank,4111422921487286,05/29,936,Active,Malware Attack
81b4bb23-9961-4025-973c-e0b37cc6e275,Patricia Smith,patricia.smith560@example.com,+14638393905,724 Main Street,Prime National Bank,5500649142568432,03/26,331,Expired,SQL Injection
59887256-5600-4715-944e-e0651fb8443a,William Smith,william.smith455@example.com,+19030324990,494 Main Street,Unity Finance,3400862133868582,09/27,394,Blocked,Malware Attack
1bda176e-ae55-416c-8693-e8162ba78e8d,William Brown,william.brown694@example.com,+13428852004,627 Main Street,Unity Finance,5500083837476668,12/26,406,Expired,Phishing
93c94eec-f060-4b06-9e0f-59ab2720c43b,Mary Mwangi,mary.mwangi793@example.com,+12283857844,774 Main Street,Prime National Bank,3400030485385028,11/29,822,Blocked,SQL Injection
46952f73-c867-47e0-8e27-87d7c87e95fc,Elizabeth Anderson,elizabeth.anderson916@example.com,+19460877107,753 Main Street,Prime National Bank,3000316614207236,07/29,835,Expired,Insider Leak
e1d600f9-7ed2-4f7e-b7af-29d89dec7b9b,Elizabeth Brown,elizabeth.brown402@example.com,+10850959287,752 Main Street,Metro Capital Bank,5500633096849869,04/26,234,Expired,Insider Leak
